shape,demo,method,parameters_per_dim,total_parameters,mean_l2,rmse,max_l2,frobenius_per_point,mean_l2_over_bbox_percent
Leaf_1,2,bernstein,22,44,0.1067546289539223,0.12286826923100518,0.3190907978116491,0.0038854358293276153,0.20116804447789863
Leaf_1,3,bernstein,22,44,0.07592106858584466,0.08624752337349036,0.16920831780477064,0.0027273861640883866,0.14587140747324237
Leaf_1,4,bernstein,22,44,0.08703952218579014,0.1014894898094473,0.23424566656767348,0.0032093794636630156,0.15225470840687796
Leaf_1,5,bernstein,22,44,0.09689637486414994,0.12150011556175869,0.34872079812663337,0.0038421710114882593,0.18773588232418983
Leaf_1,6,bernstein,22,44,0.1103181687760075,0.1275635704412681,0.2687136607372367,0.004033914290577376,0.19395415735097987
Leaf_2,0,bernstein,22,44,0.10278195840667885,0.1147703075870277,0.2407321989751982,0.0036293557973311116,0.18331372044650487
Leaf_2,1,bernstein,22,44,0.10940112320014543,0.1262568329476239,0.29256465589953,0.003992591622738821,0.18661934231931596
Leaf_2,2,bernstein,22,44,0.09947765325703696,0.11940877749903951,0.2645058954294856,0.003776037095132293,0.1650589049100619
Leaf_2,3,bernstein,22,44,0.09393871800693082,0.1054734467655235,0.2554007875458396,0.0033353632444757374,0.1645008646678162
Leaf_2,4,bernstein,22,44,0.11662318611899289,0.1341915894014115,0.3182460573894381,0.004243510653465713,0.19786910137003175
Leaf_2,5,bernstein,22,44,0.15805155308416968,0.18472842745182957,0.4190852689048711,0.005841625793289558,0.2747779087841384
Leaf_2,6,bernstein,22,44,0.11735862958656046,0.13875573670904046,0.35261364658757677,0.0043878416641520415,0.19904686721968848
Line,0,bernstein,22,44,0.05029139144077942,0.05787825892779727,0.151411634311135,0.0018302712521681436,0.09825865091864106
Line,1,bernstein,22,44,0.04426682972174285,0.052669366112557923,0.12283963385049261,0.001665551598329714,0.08232455577224336
Line,2,bernstein,22,44,0.06796219186696642,0.07961256982036456,0.18930987165332633,0.0025175705101153417,0.12456306795298773
Line,3,bernstein,22,44,0.04431941036042947,0.05165459434875421,0.13630270398320232,0.0016334616975412525,0.08371552904828364
Line,4,bernstein,22,44,0.06335930827185697,0.08209708128418972,0.20073978052397148,0.002596137661100207,0.11646012736384818
Line,5,bernstein,22,44,0.06726272528303606,0.08535179726080007,0.20487628369062413,0.0026990608173304872,0.12289692211346318
Line,6,bernstein,22,44,0.06930937582926339,0.08739072249237234,0.26307257001985584,0.0027635372944360337,0.14144158839352658
Multi_Models_1,0,bernstein,22,44,0.10532905388290933,0.14290424278603983,0.49003695731076374,0.00451902894505572,0.36296479898656336
Multi_Models_1,1,bernstein,22,44,0.04012007142112684,0.04893592991998981,0.11508153949523336,0.0015474899796554915,0.12880096387710638
Multi_Models_1,2,bernstein,22,44,0.04656462953816384,0.05082509498748267,0.09073434564509732,0.0016072306245485234,0.1559584605734438
Multi_Models_1,3,bernstein,22,44,0.0348193487060823,0.041170105047966345,0.0903164620433116,0.001301913034599694,0.16202303729324313
Multi_Models_1,4,bernstein,22,44,0.045823625171856584,0.053628842020903685,0.12571603946308754,0.0016958928906340297,0.20089527243629854
Multi_Models_1,5,bernstein,22,44,0.04112574796607315,0.05727239626801207,0.1954691685852451,0.0018111121926264542,0.2998641437305391
Multi_Models_1,6,bernstein,22,44,0.036766780232216044,0.05283836715393181,0.13930281513410572,0.0016708958805065324,0.27536056457053104
Multi_Models_2,0,bernstein,22,44,0.055464555026792796,0.06168669100159664,0.16433725243019118,0.0019507044488405888,0.1673277274168003
Multi_Models_2,1,bernstein,22,44,0.03948312612107668,0.045411311940974676,0.09758676230325831,0.0014360317726988176,0.11187854590302442
Multi_Models_2,2,bernstein,22,44,0.05417498445014391,0.06375187746708454,0.16068152132542007,0.0020160113790795332,0.16354719163166365
Multi_Models_2,3,bernstein,22,44,0.04907597455185198,0.056520344615316895,0.1176425855773746,0.0017873302312203477,0.1403013300493463
Multi_Models_2,4,bernstein,22,44,0.041650861456997305,0.04917412346226073,0.14453842915780876,0.0015550223208306883,0.17785337695466708
Multi_Models_2,5,bernstein,22,44,0.05149475500884033,0.06263083607106441,0.18108947842325668,0.001980560937451949,0.220261960769361
Multi_Models_2,6,bernstein,22,44,0.05976236126373979,0.07056677979943439,0.16482929329210694,0.0022315175130977263,0.23666128794146918
Multi_Models_3,0,bernstein,22,44,0.082197734252261,0.09441379087451554,0.2017153508580357,0.0029856262169428967,0.25146126507246663
Multi_Models_3,1,bernstein,22,44,0.08930803134204379,0.10351176122761725,0.23371431904858253,0.0032733293009477747,0.2574995206099306
Multi_Models_3,2,bernstein,22,44,0.09289272463195745,0.1082023324413789,0.26561368947245134,0.0034216581865748478,0.2480325747076178
Multi_Models_3,3,bernstein,22,44,0.08598647224596744,0.10130104570347115,0.22660529087919365,0.003203420337797828,0.2392939952225549
Multi_Models_3,4,bernstein,22,44,0.06720305682554673,0.07660914321616229,0.15979259697792983,0.002422593821571099,0.22677058239900172
Multi_Models_3,5,bernstein,22,44,0.061270900316295146,0.06982019251437847,0.14021123689460174,0.0022079083501687457,0.18263204699491953
Multi_Models_3,6,bernstein,22,44,0.0543821604205126,0.0637749631658963,0.1532921434769626,0.0020167414129757515,0.16895052855972723
Multi_Models_4,0,bernstein,22,44,0.08926832006668226,0.11539419264499416,0.32834712728101856,0.003649084775144314,0.21252820158238608
Multi_Models_4,1,bernstein,22,44,0.09678957747558624,0.11232443362354302,0.28631889101497854,0.0035520104713879608,0.22680410913158597
Multi_Models_4,2,bernstein,22,44,0.268151504836207,0.38694409239552,1.3990033979061391,0.012236246591164823,0.578272441436152
Multi_Models_4,3,bernstein,22,44,0.07473442790058116,0.08335887088089003,0.1749807992068868,0.0026360389516349894,0.16004570112542577
Multi_Models_4,4,bernstein,22,44,0.06883720171671538,0.0834748895270859,0.1867985947576945,0.0026397077833652713,0.2665396290486301
Multi_Models_4,5,bernstein,22,44,0.04679681508155621,0.0524867717126567,0.11686475713099269,0.001659777456412919,0.1802417622979313
Multi_Models_4,6,bernstein,22,44,0.05392396864459635,0.059306774420168934,0.11023311185872092,0.001875444878455457,0.19293897037974847
NShape,0,bernstein,22,44,0.10837010140454312,0.12541929494079637,0.2638658615184406,0.003966106345453495,0.17796806321158182
NShape,1,bernstein,22,44,0.15245173351471375,0.17039013066480474,0.3665630798375257,0.005388209037144831,0.24170706644621104
NShape,2,bernstein,22,44,0.1506205450899103,0.17455650591526137,0.37757095417829994,0.005519961390928806,0.23555156440569947
NShape,3,bernstein,22,44,0.18764700817049762,0.21831858605698115,0.4776951410026227,0.006903839874875393,0.2798558703104069
NShape,4,bernstein,22,44,0.12188013622965892,0.1587710793368682,0.4443646319832732,0.0050207823726779975,0.19110190707994393
NShape,5,bernstein,22,44,0.1734439379918891,0.20669158592389333,0.674313352164073,0.006536161847119009,0.2644218651673256
NShape,6,bernstein,22,44,0.24944373953839014,0.27669714634691145,0.5518230698501826,0.008749932045251785,0.36412676679424544
PShape,0,bernstein,22,44,0.06660711966605959,0.08141155838872696,0.21100127554798032,0.002574459523721649,0.11842025765927637
PShape,1,bernstein,22,44,0.10457201766373046,0.12929797223149564,0.3068594852523838,0.004088760890927302,0.16656182458111748
PShape,2,bernstein,22,44,0.13954202966851653,0.17914948674559578,0.5129164880259425,0.005665204197662288,0.21898651990975607
PShape,3,bernstein,22,44,0.060326751594374846,0.0694399488679162,0.1857964433386693,0.0021958839902824594,0.09436905739040984
PShape,4,bernstein,22,44,0.09435557604921416,0.10902133253336838,0.2750071734604761,0.0034475572435205895,0.16084830401552236
PShape,5,bernstein,22,44,0.10150751298804186,0.11521563402793547,0.25622160863749,0.0036434382558867607,0.1616371725908345
PShape,6,bernstein,22,44,0.13184242511608715,0.17018513595667695,0.509757963785728,0.005381726535285178,0.2030872991411595
RShape,0,bernstein,22,44,0.057201303203512924,0.06542874690068312,0.16524226793048688,0.002069038646568413,0.09172972127779186
RShape,1,bernstein,22,44,0.11085295472544007,0.12951607078486999,0.33165450327937296,0.004095657772757809,0.17563849669489423
RShape,2,bernstein,22,44,0.07919598980567559,0.09448656598952465,0.2867172263325811,0.002987927568146992,0.1260886687448759
RShape,3,bernstein,22,44,0.11271362151610172,0.13815610573735068,0.3673529833566184,0.004368879667890844,0.18511760893077228
RShape,4,bernstein,22,44,0.08393435141581139,0.09693643220887194,0.20188246975884727,0.0030653991403054226,0.13420766077192725
RShape,5,bernstein,22,44,0.14085962239127656,0.1798764922477927,0.5617922385488793,0.005688194130246455,0.21509805816652056
RShape,6,bernstein,22,44,0.11339074701047692,0.13051015220973114,0.30882579850725794,0.004127093387580076,0.17775587935440149
Saeghe,0,bernstein,22,44,0.07657212468777239,0.09504792751728798,0.2687500295334971,0.003005679378332232,0.1428694038900898
Saeghe,1,bernstein,22,44,0.05786224780519831,0.06525945160897481,0.15136010524434584,0.0020636850593790043,0.10745269069895155
Saeghe,2,bernstein,22,44,0.06333625563167886,0.07247956678754115,0.15553725852140804,0.0022920051487092343,0.11551391624083945
Saeghe,3,bernstein,22,44,0.09365483229397004,0.12657793503675416,0.3903147100590722,0.0040027457623697206,0.17365132893138613
Saeghe,4,bernstein,22,44,0.07944492894601114,0.09310126226723711,0.265358905181815,0.0029441204180116125,0.14315224825677944
Saeghe,5,bernstein,22,44,0.07159426550022906,0.0820372103994675,0.21286915967101905,0.002594244377487691,0.12592826433286503
Saeghe,6,bernstein,22,44,0.06191884157154838,0.06982080736394404,0.16890009917385562,0.0022079277934192007,0.10613699746769252
Sharpc,0,bernstein,22,44,0.08654593465401911,0.09758651320939055,0.19194096039944117,0.0030859565065578212,0.16136991861888295
Sharpc,1,bernstein,22,44,0.07852889645873043,0.09318488651872076,0.1950937842506903,0.0029467648490347624,0.14790082770356605
Sharpc,2,bernstein,22,44,0.1018087847614775,0.12162901779029896,0.27034433587850676,0.003846247257864848,0.17088485279619758
Sharpc,3,bernstein,22,44,0.06979607479400132,0.08399703413340762,0.2049985509575538,0.002656219445604757,0.11875674737696847
Sharpc,4,bernstein,22,44,0.08648609611912639,0.10350944602079286,0.27077882286014004,0.0032732560876795797,0.14764009461231045
Sharpc,5,bernstein,22,44,0.15175595854243548,0.18249514705661252,0.43031115812506127,0.005771003266262689,0.2603202186125167
Sharpc,6,bernstein,22,44,0.166900792523103,0.2075698899023732,0.6144665582309679,0.006563936257618849,0.26892641971233483
Sine,0,bernstein,22,44,0.07037685059675874,0.07879376486297206,0.16080118264360985,0.002491677623867368,0.140749316596075
Sine,1,bernstein,22,44,0.10185221414744905,0.12239477389426091,0.2806680090227023,0.0038704625920718124,0.19729437612456802
Sine,2,bernstein,22,44,0.11248803596107217,0.1329221927155093,0.3286778230369205,0.004203368805648511,0.2134870269945161
Sine,3,bernstein,22,44,0.10503308616421202,0.11957742368076874,0.2555310904383516,0.003781370155661843,0.1860083344509586
Sine,4,bernstein,22,44,0.10275620873346801,0.11547248181134478,0.2521346097884856,0.0036515604959621514,0.1991736808501814
Sine,5,bernstein,22,44,0.09507992453441529,0.1107561514474804,0.22795838802325313,0.00350241703448593,0.1813038165031679
Sine,6,bernstein,22,44,0.12384951000668278,0.1467216792602987,0.33210151231135526,0.004639746885872328,0.22804353847233122
Snake,0,bernstein,22,44,0.13725580600847764,0.17028945626200562,0.4563672195677352,0.005385025432995607,0.24168548123760417
Snake,1,bernstein,22,44,0.1414807098778703,0.1765936122509667,0.4000053147354932,0.005584380349496689,0.24715243782784208
Snake,2,bernstein,22,44,0.12362800618505451,0.15611691739215366,0.45421178226939446,0.004936850402435599,0.20822878980462858
Snake,3,bernstein,22,44,0.10805601177393835,0.12792347719532138,0.29759140353815033,0.004045295541458239,0.18739160061840807
Snake,4,bernstein,22,44,0.08564620175139977,0.09753278322897102,0.20786046816342352,0.0030842574153902022,0.1431992832021745
Snake,5,bernstein,22,44,0.08995795800156253,0.1026625717122296,0.20587430057099615,0.0032464755706101784,0.15597918128272242
Snake,6,bernstein,22,44,0.10780890414178057,0.14213210440888113,0.3874484365482824,0.004494611785649244,0.17948095810302517
Spoon,0,bernstein,22,44,0.05213785384403227,0.05796697823964438,0.11355054619996954,0.0018330768031469401,0.10261790327567993
Spoon,1,bernstein,22,44,0.05642740027993116,0.06141353221732802,0.16093208185447866,0.0019420664096288743,0.10586557613477997
Spoon,2,bernstein,22,44,0.06295559192904483,0.07274231500090003,0.14582224934026716,0.0023003139767627735,0.11947170059294206
Spoon,3,bernstein,22,44,0.06369416778347158,0.07701701517893658,0.20392906487756837,0.0024354918655320017,0.11738263745000677
Spoon,4,bernstein,22,44,0.07914942494443332,0.0916596035491364,0.18093635283597076,0.0028985311664332433,0.15141110057482898
Spoon,5,bernstein,22,44,0.2032491826615842,0.29380504446652655,1.1110917323463234,0.009290931285612742,0.3850884834849793
Spoon,6,bernstein,22,44,0.06459619004947738,0.07612759228376506,0.1764282978410499,0.0024073658440135694,0.12309940386494923
Sshape,0,bernstein,22,44,0.11343474093664187,0.12964271721731926,0.2980645498278977,0.004099662684598553,0.1935472156776856
Sshape,1,bernstein,22,44,0.14100702801311263,0.17673954928047597,0.439085025742651,0.005588995283578775,0.23643122163939576
Sshape,2,bernstein,22,44,0.09368590372941805,0.11626110048010159,0.30550611761671975,0.0036764988079481644,0.14541905738570524
Sshape,3,bernstein,22,44,0.17851674165683673,0.21685409916591566,0.5592665327227581,0.006857528733083135,0.27122278518578263
Sshape,4,bernstein,22,44,0.10112763152279797,0.1217121234290614,0.2840605548986587,0.003848875288913773,0.15340892692679142
Sshape,5,bernstein,22,44,0.10993815999899272,0.12270715363899219,0.2603069093009721,0.003880340906954341,0.16785763719134755
Sshape,6,bernstein,22,44,0.210845497686571,0.24885784046029444,0.5548764686072949,0.007869575894453357,0.31620077724365014
Trapezoid,0,bernstein,22,44,0.08311107993090698,0.11184769805640066,0.297312174225386,0.003536934769050141,0.1695155392463177
Trapezoid,1,bernstein,22,44,0.08088704766533311,0.10386013837494708,0.3371786542985736,0.003284345953650917,0.1473315291879745
Trapezoid,2,bernstein,22,44,0.050399663626373284,0.05835787516085249,0.1346518854560947,0.00184543804916059,0.10011920715798084
Trapezoid,3,bernstein,22,44,0.10614497502086932,0.12638549809981076,0.3126506011599879,0.003996660372102847,0.19234396822220728
Trapezoid,4,bernstein,22,44,0.09008823813964278,0.09949580605548902,0.20345633795587642,0.003146333647697187,0.16465808091892817
Trapezoid,5,bernstein,22,44,0.08930766550372612,0.11159548309678484,0.30284174861091795,0.003528959031726607,0.1596623915431762
Trapezoid,6,bernstein,22,44,0.11373723476369181,0.12784086650751209,0.28991027190092034,0.004042683162132734,0.20863410331282595
WShape,0,bernstein,22,44,0.08403605544517498,0.09933455891129316,0.23585048295204558,0.003141234565278621,0.17063833995555236
WShape,1,bernstein,22,44,0.13446107461911155,0.1549855336896091,0.3453752147186887,0.004901072908359246,0.25545268843371643
WShape,2,bernstein,22,44,0.09180455339762335,0.10444645668347591,0.2258334761354008,0.003302886966539002,0.17871159257609642
WShape,3,bernstein,22,44,0.09917140397475614,0.1164919663697053,0.30610005907948856,0.003683799428400052,0.18327543846439023
WShape,4,bernstein,22,44,0.110077878229361,0.13347572693674606,0.3497240202783309,0.0042208730946680685,0.1941225939791886
WShape,5,bernstein,22,44,0.11919762921892936,0.14478180295602536,0.3343422920893693,0.004578402610867392,0.21957494493671006
WShape,6,bernstein,22,44,0.17634842459871325,0.1955904373496865,0.39602112586321514,0.006185112705734766,0.33706072985476543
Worm,0,bernstein,22,44,0.049080177649909185,0.05765855603961391,0.13876218624832154,0.0018233236368163765,0.09954729976077868
Worm,1,bernstein,22,44,0.05117855999791837,0.0568966911806267,0.1371949288421257,0.0017992313545799503,0.10318392309706569
Worm,2,bernstein,22,44,0.05508651556543902,0.06559432691344108,0.19023196190454358,0.002074274746321562,0.11032851004200514
Worm,3,bernstein,22,44,0.04781305299734367,0.05542023078806717,0.13446975821341456,0.0017525415774248061,0.09448907356546918
Worm,4,bernstein,22,44,0.06917672414597581,0.08056174502743135,0.20160474922708446,0.002547586065644272,0.13530431861423628
Worm,5,bernstein,22,44,0.041693064483830755,0.04733474263278798,0.1402488235395524,0.0014968559917748518,0.0797615413560767
Worm,6,bernstein,22,44,0.0836786760669611,0.09927369891093789,0.22180136160644845,0.0031393100030834083,0.163680647981405
Zshape,0,bernstein,22,44,0.12755274628341676,0.14359938301676334,0.26927601054888073,0.0045410112092787325,0.22682774800847086
Zshape,1,bernstein,22,44,0.1164806190094097,0.13432042015604884,0.2958151946787828,0.0042475846396390375,0.19248385373421736
Zshape,2,bernstein,22,44,0.19688199168512946,0.23768024585044026,0.5565894197094934,0.007516109317161754,0.3491842197221965
Zshape,3,bernstein,22,44,0.09214410864984879,0.1088594153261714,0.25094790873734235,0.003442436971849431,0.1480065556228452
Zshape,4,bernstein,22,44,0.09861198974618068,0.11491053213543465,0.36769343450046976,0.0036337900868994564,0.1630650950824972
Zshape,5,bernstein,22,44,0.12243688995247638,0.14103117975623872,0.35882823311624507,0.0044597974913034456,0.1841488219239191
Zshape,6,bernstein,22,44,0.33202603848917034,0.3866941392104048,1.1405801000948281,0.012228342377431046,0.5234815595679234
heee,0,bernstein,22,44,0.13153704704456698,0.15600218597742727,0.35276402811888524,0.00493322227653851,0.24311291531434315
heee,1,bernstein,22,44,0.11527390101910094,0.13639105947472463,0.3377602024660588,0.0043130640042361845,0.19418519695945882
heee,2,bernstein,22,44,0.1427177844329264,0.1780611319365445,0.4628748496559872,0.0056307873966722904,0.25098231956938427
heee,3,bernstein,22,44,0.12010435852784283,0.1487717009291836,0.34947162020273825,0.004704574263136086,0.20430258733565948
heee,4,bernstein,22,44,0.16543911843917247,0.20427993388624194,0.5166703919203565,0.006459898713491364,0.27252735095972314
heee,5,bernstein,22,44,0.15386647525879246,0.1807221104667964,0.4034359094003458,0.005714934926276323,0.2550243533797076
heee,6,bernstein,22,44,0.22120665784554053,0.2763992596482418,0.6664520120647252,0.008740512040727145,0.35006633057648806
Angle,0,rbf,3,6,18.7248804129275,22.96741286052482,41.54007360243191,0.7262933660070158,31.82860685572359
Angle,1,rbf,3,6,19.743312390087517,24.219889999970253,43.81415637570019,0.7659001707864146,33.0951978482738
Angle,2,rbf,3,6,18.28155640169919,23.598730042853056,45.674181052154815,0.746257368228586,30.497406770711855
Angle,3,rbf,3,6,20.56351721501701,25.294641366693202,46.112052233675485,0.7998867931586489,32.5835505142215
Angle,4,rbf,3,6,20.1815864019388,25.350922914955714,47.02797615770856,0.801666571986151,31.951639824770385
Angle,5,rbf,3,6,19.277137080782705,24.455337531502334,45.590848844947715,0.7733456754774716,31.201631728061535
Angle,6,rbf,3,6,18.66544941917091,24.57689007735064,46.99695819495765,0.7771895044801985,29.55307362642269
BendedLine,0,rbf,3,6,13.450591082249932,16.186227297707802,29.03957152594328,0.5118534498594898,31.338252705070325
BendedLine,1,rbf,3,6,13.000795358670057,17.659113827724106,38.87547356761656,0.5584302115578246,29.161494141789202
BendedLine,2,rbf,3,6,13.673143553851299,17.862576263427645,37.62258654709272,0.5648642587089121,29.05492776624588
BendedLine,3,rbf,3,6,15.613536405600351,18.615357312493288,33.75150103302354,0.588669285653496,32.30355568469857
BendedLine,4,rbf,3,6,16.061281952269646,20.017365674577757,39.57941752492981,0.6330046828813859,31.42043246324676
BendedLine,5,rbf,3,6,17.23308505410327,20.80586672947144,39.2225926159819,0.6579392755904807,31.77303896367071
BendedLine,6,rbf,3,6,15.52290213874679,20.061233790776395,41.05117283415812,0.6343919145198721,30.04009267563613
CShape,0,rbf,3,6,18.349660063762766,22.05883751574596,38.66619768049312,0.6975616908532761,34.39681140929729
CShape,1,rbf,3,6,21.29664024144278,25.145439321788707,43.103834891846894,0.7951686102241196,34.86401725440381
CShape,2,rbf,3,6,22.889012395115937,27.830926746684646,50.775169205904604,0.8800911791282349,35.99406512000474
CShape,3,rbf,3,6,19.981964349411996,24.614576444084214,45.63277782747637,0.7783812520363433,34.57459382962165
CShape,4,rbf,3,6,23.74465078764627,28.779758038598946,51.623610269960736,0.9100958591051279,34.678797552135705
CShape,5,rbf,3,6,23.200516436107073,27.80110160956759,50.175177525136434,0.8791480254800675,36.49621642156652
CShape,6,rbf,3,6,21.487753784767293,27.228586424638575,52.039149741870695,0.8610435056859856,32.517302350857584
DoubleBendedLine,0,rbf,3,6,12.276322426749891,14.945395357492902,28.76119789517321,0.4726148986138402,27.498143501266604
DoubleBendedLine,1,rbf,3,6,13.232705770964907,16.154753541025098,30.396912691449568,0.5108581622830969,27.062585867426122
DoubleBendedLine,2,rbf,3,6,13.799232462147156,16.384296378052166,29.800098258737844,0.5181169441389206,28.02062726214504
DoubleBendedLine,3,rbf,3,6,14.579305895722529,17.36387049188787,31.83831015962409,0.5490937975055393,27.756064787967162
DoubleBendedLine,4,rbf,3,6,13.671387162276577,16.571610136136385,31.22318141278461,0.5240403252652396,26.828830591251293
DoubleBendedLine,5,rbf,3,6,14.923393092698577,17.792605748519776,32.817802340695614,0.5626515967472757,27.28881568473457
DoubleBendedLine,6,rbf,3,6,14.7897328385918,17.894540185739846,33.53867837938915,0.5658750466835044,27.13260252584691
GShape,0,rbf,3,6,10.994023353962996,12.385995739460373,19.073581229677387,0.39167957625836264,22.463057203208432
GShape,1,rbf,3,6,13.612610521192977,15.32108699217655,22.944976547671583,0.48449531124856254,23.202033157446287
GShape,2,rbf,3,6,15.402526285428278,17.36796585273724,25.547451397341387,0.5492233041867823,23.11680841590021
GShape,3,rbf,3,6,15.05570278515917,17.149895215818226,27.6429783991982,0.5423273051521054,22.931465330478943
GShape,4,rbf,3,6,13.462759714107248,15.283314010093926,23.723471274375143,0.4833008246745843,22.83104279687208
GShape,5,rbf,3,6,14.843329092504831,16.96258733084448,26.799980961910865,0.5364041097498468,23.882715649042666
GShape,6,rbf,3,6,13.69102035759295,15.507363461672876,23.07644619679359,0.4903858904295952,22.672857987433673
JShape,0,rbf,3,6,13.743267559631091,15.439686090912227,24.697928801165528,0.4882457440530419,28.33042551301727
JShape,1,rbf,3,6,14.422788667285184,16.28761796495007,25.989201041079482,0.5150597042791877,27.07144632048111
JShape,2,rbf,3,6,12.644373461997606,15.135714173150001,27.459807060081694,0.47863330800446163,24.198415991684513
JShape,3,rbf,3,6,15.24030058170545,17.494993016322713,29.377100642669497,0.5532402558031912,27.85486161301648
JShape,4,rbf,3,6,15.37043128185778,17.64012410391505,28.767067732906725,0.5578297037640831,26.852652703374165
JShape,5,rbf,3,6,15.861988024311918,18.361526070843,30.95590088559407,0.5806424370042609,27.00137875823787
JShape,6,rbf,3,6,13.947258637728684,16.69110545075393,30.02796812128629,0.5278190989043383,24.87840217593761
JShape_2,0,rbf,3,6,13.710845745189273,15.924269415942904,28.21967439561595,0.503569614285388,30.88448706492994
JShape_2,1,rbf,3,6,14.986340355818106,17.033544573629687,28.082805963531488,0.5386479747867148,32.39050223486502
JShape_2,2,rbf,3,6,15.581352235364957,17.883772781955503,30.556132179142384,0.565534551479052,29.60178310560716
JShape_2,3,rbf,3,6,15.932096030285248,18.13724147272783,30.443589207785106,0.5735499352628665,29.074954910354773
JShape_2,4,rbf,3,6,17.04760833192322,19.409471054676533,32.5785265089285,0.613781367118884,31.02148408334707
JShape_2,5,rbf,3,6,13.151899174273584,16.25168757227769,28.87575235453859,0.5139234854984982,24.162589264743815
JShape_2,6,rbf,3,6,16.919109433072254,19.39676244524679,33.16016423872977,0.613379485601969,28.460740029285564
Khamesh,0,rbf,3,6,20.99581701380075,26.528461691676704,50.8238278529745,0.838903617662219,38.1350324573922
Khamesh,1,rbf,3,6,19.67545228756156,25.989183973908574,51.71570839954728,0.8218501588669714,34.38217377662746
Khamesh,2,rbf,3,6,20.892233870692166,27.29049229258079,53.87042768735192,0.8630011411182558,35.085069432546
Khamesh,3,rbf,3,6,22.76313762031922,29.14490251656424,56.98999272460431,0.9216427413591628,36.36606601728147
Khamesh,4,rbf,3,6,20.710722329035583,27.845225738769493,56.66118231324999,0.8805433529605633,33.46345265670289
Khamesh,5,rbf,3,6,20.930677511891094,27.14780997061574,53.46387955686634,0.8584891299257453,36.11118351164345
Khamesh,6,rbf,3,6,21.328486760080658,28.472428458093095,57.46063912997965,0.900377244437702,34.51721085866322
LShape,0,rbf,3,6,17.499299334762632,21.39957853197307,41.02361277406127,0.6767140912867727,30.8065195169651
LShape,1,rbf,3,6,18.497468563201416,23.16026162174763,45.41028668721195,0.7323917793010761,32.36140129150578
LShape,2,rbf,3,6,16.657274753305643,21.838521630500164,44.36189442018929,0.6905946908323459,27.73152661495987
LShape,3,rbf,3,6,18.08840242585075,22.69595943002602,44.7006197558217,0.7177092548165914,31.616500034339214
LShape,4,rbf,3,6,21.342333406411132,26.05789325651577,49.05714845251539,0.8240229371613208,35.673882891408496
LShape,5,rbf,3,6,20.627098077556226,24.73505628218844,45.55904580474115,0.7821911590417204,33.427186426505635
LShape,6,rbf,3,6,19.462901516873647,25.229361206289084,50.22530207823428,0.7978224532296673,31.581549840140912
Leaf_1,0,rbf,3,6,15.168741172595947,17.831247293255537,28.66366111925911,0.5638735496839986,32.775026188097726
Leaf_1,1,rbf,3,6,17.811619943095515,20.61755030613202,32.56578880805795,0.6519841874047901,33.64890404343349
Leaf_1,2,rbf,3,6,16.558241997144002,19.356021673925728,33.10190889151987,0.6120911492919029,31.20229253941769
Leaf_1,3,rbf,3,6,15.54538288647566,18.633510587720977,33.45635163263508,0.5892433426206102,29.86821607755208
Leaf_1,4,rbf,3,6,17.17149875640193,20.566059741889333,37.62120316596081,0.650355912794649,30.037406805662258
Leaf_1,5,rbf,3,6,16.022944421904484,19.078669932895853,33.09399984138008,0.603320517145227,31.04431525632477
Leaf_1,6,rbf,3,6,18.028837968745,21.175378805969416,37.46112778917158,0.6696242734372004,31.69711857115037
Leaf_2,0,rbf,3,6,15.280226218461276,17.822107840180426,33.75971363138665,0.5635845348011428,27.25259530750825
Leaf_2,1,rbf,3,6,15.604181831490948,18.126766628898096,33.6057831774222,0.5732186916165014,26.61802791088701
Leaf_2,2,rbf,3,6,15.93135197785892,18.478901648862585,33.748080524089566,0.5843541786864678,26.434193259541185
Leaf_2,3,rbf,3,6,14.779969059563353,17.058619293056314,29.080989384143525,0.5394409070374929,25.881955190003318
Leaf_2,4,rbf,3,6,15.548893608918924,18.17723641935816,31.727328830105883,0.5748146865253537,26.381080024308854
Leaf_2,5,rbf,3,6,15.425563305315805,17.772511381069965,31.608706327460094,0.5620161570544582,26.817857491060323
Leaf_2,6,rbf,3,6,15.602974829352041,18.11347848647282,33.37595801407384,0.5727984836571355,26.46352696884111
Line,0,rbf,3,6,12.18845834973071,17.004159722070955,37.0022504272738,0.5377187441903994,23.813647622632274
Line,1,rbf,3,6,15.550657259971493,21.201904005589462,43.024804123908446,0.6704630738991003,28.920095677526213
Line,2,rbf,3,6,15.376169404375435,20.698077484637718,41.9620593347173,0.6545306803810398,28.181887337050657
Line,3,rbf,3,6,12.497507279973554,17.90183144754077,38.52595546249838,0.5661056166265793,23.60670923234783
Line,4,rbf,3,6,11.177907722283377,16.8726543988004,36.6235122266281,0.5335601807306825,20.54600330251224
Line,5,rbf,3,6,13.895827816848334,19.28088942363839,40.62759207205469,0.6097152589254846,25.38931424088473
Line,6,rbf,3,6,10.731372832767233,15.957323817565694,34.57311828109308,0.504614886243608,21.89981371133447
Multi_Models_1,0,rbf,3,6,8.84630238496772,11.633230711141746,22.879632927517772,0.3678750559342825,30.48443186913657
Multi_Models_1,1,rbf,3,6,9.079223714722582,11.793405344702876,23.70814081376237,0.37294022258864273,29.147823627660582
Multi_Models_1,2,rbf,3,6,8.420488217725422,10.876579997887832,22.01407954742088,0.3439476594635494,28.202659244544332
